PostID,ForumMessage,TopicLabel
52082,I can’t miss this meta-update grind,Community_Peer_Pressure
58967,I feel burnt out but the reward is too good,Addiction_Culture
56748,Community challenge forcing me to stay online,Burnout_Symptoms
59817,Community challenge forcing me to stay online,Addiction_Culture
50417,Why is everyone pushing no-sleep raids?,Addiction_Culture
58306,We need to keep playing to stay on leaderboard,Community_Peer_Pressure
58808,Anyone else skipping sleep to finish challenges?,FOMO_Driven_Play
53974,Community challenge forcing me to stay online,FOMO_Driven_Play
53267,This 48-hour marathon is insane but worth it,Addiction_Culture
50825,I feel burnt out but the reward is too good,No_Sleep_Challenges
57668,Don’t fall behind the clan schedule,Burnout_Symptoms
55745,Why is everyone pushing no-sleep raids?,No_Sleep_Challenges
59708,This season pass is making me play nonstop,No_Sleep_Challenges
50412,I'm grinding all night for the event,Addiction_Culture
57543,Don’t fall behind the clan schedule,Addiction_Culture
57587,This season pass is making me play nonstop,Addiction_Culture
50728,I can’t miss this meta-update grind,Addiction_Culture
57164,I'm grinding all night for the event,FOMO_Driven_Play
58867,Anyone else skipping sleep to finish challenges?,Addiction_Culture
55988,This 48-hour marathon is insane but worth it,FOMO_Driven_Play
52504,I'm grinding all night for the event,FOMO_Driven_Play
52967,We need to keep playing to stay on leaderboard,Addiction_Culture
52786,This season pass is making me play nonstop,Community_Peer_Pressure
51122,Anyone else skipping sleep to finish challenges?,Burnout_Symptoms
54079,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
51571,I can’t miss this meta-update grind,FOMO_Driven_Play
55073,We need to keep playing to stay on leaderboard,Burnout_Symptoms
55104,Why is everyone pushing no-sleep raids?,Community_Peer_Pressure
52143,Why is everyone pushing no-sleep raids?,No_Sleep_Challenges
59879,I feel burnt out but the reward is too good,No_Sleep_Challenges
56806,Don’t fall behind the clan schedule,FOMO_Driven_Play
57357,Don’t fall behind the clan schedule,Addiction_Culture
53440,Anyone else skipping sleep to finish challenges?,Community_Peer_Pressure
53766,I can’t miss this meta-update grind,FOMO_Driven_Play
55644,Community challenge forcing me to stay online,Community_Peer_Pressure
52914,Why is everyone pushing no-sleep raids?,Addiction_Culture
54968,Anyone else skipping sleep to finish challenges?,Addiction_Culture
55917,Community challenge forcing me to stay online,FOMO_Driven_Play
58787,Don’t fall behind the clan schedule,Addiction_Culture
50728,I feel burnt out but the reward is too good,Burnout_Symptoms
51365,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
54492,Why is everyone pushing no-sleep raids?,FOMO_Driven_Play
50698,Anyone else skipping sleep to finish challenges?,Community_Peer_Pressure
57186,I'm grinding all night for the event,Burnout_Symptoms
50395,Community challenge forcing me to stay online,FOMO_Driven_Play
57400,We need to keep playing to stay on leaderboard,Addiction_Culture
58082,Why is everyone pushing no-sleep raids?,Addiction_Culture
54171,Don’t fall behind the clan schedule,Addiction_Culture
54360,I can’t miss this meta-update grind,Addiction_Culture
52502,Community challenge forcing me to stay online,Community_Peer_Pressure
50717,Don’t fall behind the clan schedule,Burnout_Symptoms
52782,Why is everyone pushing no-sleep raids?,No_Sleep_Challenges
54946,Community challenge forcing me to stay online,Community_Peer_Pressure
55486,We need to keep playing to stay on leaderboard,Community_Peer_Pressure
58335,Why is everyone pushing no-sleep raids?,No_Sleep_Challenges
54980,This season pass is making me play nonstop,No_Sleep_Challenges
57266,Anyone else skipping sleep to finish challenges?,Addiction_Culture
54491,We need to keep playing to stay on leaderboard,Community_Peer_Pressure
57192,Community challenge forcing me to stay online,FOMO_Driven_Play
55588,I can’t miss this meta-update grind,No_Sleep_Challenges
57651,Don’t fall behind the clan schedule,No_Sleep_Challenges
53636,I'm grinding all night for the event,Burnout_Symptoms
51167,Don’t fall behind the clan schedule,FOMO_Driven_Play
51062,Community challenge forcing me to stay online,FOMO_Driven_Play
52156,Don’t fall behind the clan schedule,No_Sleep_Challenges
57860,Anyone else skipping sleep to finish challenges?,Addiction_Culture
55161,Why is everyone pushing no-sleep raids?,Burnout_Symptoms
55305,I'm grinding all night for the event,FOMO_Driven_Play
56541,This 48-hour marathon is insane but worth it,No_Sleep_Challenges
54729,Community challenge forcing me to stay online,FOMO_Driven_Play
59348,I feel burnt out but the reward is too good,Burnout_Symptoms
57330,This 48-hour marathon is insane but worth it,Burnout_Symptoms
55334,Don’t fall behind the clan schedule,Community_Peer_Pressure
58924,Community challenge forcing me to stay online,No_Sleep_Challenges
54330,This season pass is making me play nonstop,Burnout_Symptoms
58010,I feel burnt out but the reward is too good,Community_Peer_Pressure
56801,I'm grinding all night for the event,Community_Peer_Pressure
54846,I can’t miss this meta-update grind,FOMO_Driven_Play
56731,This season pass is making me play nonstop,FOMO_Driven_Play
57241,This 48-hour marathon is insane but worth it,Community_Peer_Pressure
50953,Why is everyone pushing no-sleep raids?,FOMO_Driven_Play
52539,Anyone else skipping sleep to finish challenges?,Burnout_Symptoms
57056,I can’t miss this meta-update grind,Addiction_Culture
51542,This season pass is making me play nonstop,Burnout_Symptoms
55293,Why is everyone pushing no-sleep raids?,Community_Peer_Pressure
51191,Why is everyone pushing no-sleep raids?,Community_Peer_Pressure
56313,Community challenge forcing me to stay online,Burnout_Symptoms
56938,This season pass is making me play nonstop,FOMO_Driven_Play
52681,I'm grinding all night for the event,FOMO_Driven_Play
59409,Don’t fall behind the clan schedule,Community_Peer_Pressure
51540,I feel burnt out but the reward is too good,No_Sleep_Challenges
56172,I feel burnt out but the reward is too good,FOMO_Driven_Play
55541,This 48-hour marathon is insane but worth it,Burnout_Symptoms
59580,This 48-hour marathon is insane but worth it,FOMO_Driven_Play
51365,I feel burnt out but the reward is too good,Burnout_Symptoms
58691,I'm grinding all night for the event,Community_Peer_Pressure
59872,Anyone else skipping sleep to finish challenges?,FOMO_Driven_Play
58702,We need to keep playing to stay on leaderboard,Burnout_Symptoms
57494,Don’t fall behind the clan schedule,Community_Peer_Pressure
54312,Anyone else skipping sleep to finish challenges?,No_Sleep_Challenges
51324,Community challenge forcing me to stay online,Burnout_Symptoms
59347,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
53141,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
57419,This season pass is making me play nonstop,Addiction_Culture
53486,I'm grinding all night for the event,FOMO_Driven_Play
51810,I'm grinding all night for the event,Burnout_Symptoms
56588,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
52923,This season pass is making me play nonstop,Addiction_Culture
55301,Don’t fall behind the clan schedule,Community_Peer_Pressure
54186,We need to keep playing to stay on leaderboard,Burnout_Symptoms
58905,I can’t miss this meta-update grind,No_Sleep_Challenges
55977,This 48-hour marathon is insane but worth it,FOMO_Driven_Play
54268,This 48-hour marathon is insane but worth it,Addiction_Culture
54748,Anyone else skipping sleep to finish challenges?,No_Sleep_Challenges
54849,Community challenge forcing me to stay online,FOMO_Driven_Play
59435,This 48-hour marathon is insane but worth it,No_Sleep_Challenges
53709,Why is everyone pushing no-sleep raids?,Burnout_Symptoms
59273,Anyone else skipping sleep to finish challenges?,Burnout_Symptoms
56619,This 48-hour marathon is insane but worth it,Burnout_Symptoms
58647,Community challenge forcing me to stay online,Addiction_Culture
59086,I'm grinding all night for the event,Burnout_Symptoms
59576,I'm grinding all night for the event,FOMO_Driven_Play
53072,Don’t fall behind the clan schedule,No_Sleep_Challenges
56530,We need to keep playing to stay on leaderboard,Community_Peer_Pressure
50504,I can’t miss this meta-update grind,FOMO_Driven_Play
51214,I'm grinding all night for the event,FOMO_Driven_Play
51531,This season pass is making me play nonstop,Burnout_Symptoms
57576,This 48-hour marathon is insane but worth it,Addiction_Culture
50823,This season pass is making me play nonstop,No_Sleep_Challenges
50928,Community challenge forcing me to stay online,Addiction_Culture
55029,I'm grinding all night for the event,No_Sleep_Challenges
50133,I can’t miss this meta-update grind,No_Sleep_Challenges
52105,Community challenge forcing me to stay online,Addiction_Culture
53627,Why is everyone pushing no-sleep raids?,FOMO_Driven_Play
56316,Why is everyone pushing no-sleep raids?,No_Sleep_Challenges
51852,This season pass is making me play nonstop,Addiction_Culture
54910,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
54175,Anyone else skipping sleep to finish challenges?,Community_Peer_Pressure
55348,We need to keep playing to stay on leaderboard,FOMO_Driven_Play
59442,Don’t fall behind the clan schedule,Burnout_Symptoms
56190,We need to keep playing to stay on leaderboard,No_Sleep_Challenges
51256,Don’t fall behind the clan schedule,Community_Peer_Pressure
53376,Don’t fall behind the clan schedule,Burnout_Symptoms
55645,I can’t miss this meta-update grind,Burnout_Symptoms
53486,I'm grinding all night for the event,No_Sleep_Challenges
53584,I can’t miss this meta-update grind,Addiction_Culture
59588,Don’t fall behind the clan schedule,No_Sleep_Challenges
58053,Community challenge forcing me to stay online,Community_Peer_Pressure
53330,Why is everyone pushing no-sleep raids?,Burnout_Symptoms
52703,Don’t fall behind the clan schedule,No_Sleep_Challenges
58662,I can’t miss this meta-update grind,Addiction_Culture
58120,Community challenge forcing me to stay online,No_Sleep_Challenges
57114,I can’t miss this meta-update grind,FOMO_Driven_Play
51353,We need to keep playing to stay on leaderboard,Addiction_Culture
55063,This 48-hour marathon is insane but worth it,Community_Peer_Pressure
58549,This season pass is making me play nonstop,Burnout_Symptoms
57575,Anyone else skipping sleep to finish challenges?,No_Sleep_Challenges
50667,I can’t miss this meta-update grind,Addiction_Culture
54468,Anyone else skipping sleep to finish challenges?,FOMO_Driven_Play
59337,I feel burnt out but the reward is too good,Addiction_Culture
56819,I can’t miss this meta-update grind,FOMO_Driven_Play
53719,This 48-hour marathon is insane but worth it,Community_Peer_Pressure
52745,Anyone else skipping sleep to finish challenges?,Burnout_Symptoms
57483,Don’t fall behind the clan schedule,Community_Peer_Pressure
50539,I can’t miss this meta-update grind,No_Sleep_Challenges
54964,I'm grinding all night for the event,Addiction_Culture
54835,This season pass is making me play nonstop,FOMO_Driven_Play
53775,This 48-hour marathon is insane but worth it,FOMO_Driven_Play
56042,Anyone else skipping sleep to finish challenges?,Addiction_Culture
57102,This 48-hour marathon is insane but worth it,Addiction_Culture
57312,Community challenge forcing me to stay online,No_Sleep_Challenges
55320,This season pass is making me play nonstop,Community_Peer_Pressure
56132,Don’t fall behind the clan schedule,FOMO_Driven_Play
57891,I can’t miss this meta-update grind,No_Sleep_Challenges
52779,I can’t miss this meta-update grind,Community_Peer_Pressure
50924,I can’t miss this meta-update grind,No_Sleep_Challenges
51581,This season pass is making me play nonstop,FOMO_Driven_Play
57714,I'm grinding all night for the event,Addiction_Culture
53324,I feel burnt out but the reward is too good,Addiction_Culture
55713,Why is everyone pushing no-sleep raids?,Community_Peer_Pressure
57026,We need to keep playing to stay on leaderboard,Burnout_Symptoms
50255,Anyone else skipping sleep to finish challenges?,Community_Peer_Pressure
54804,I'm grinding all night for the event,Burnout_Symptoms
51838,Don’t fall behind the clan schedule,No_Sleep_Challenges
50009,Anyone else skipping sleep to finish challenges?,No_Sleep_Challenges
52871,I can’t miss this meta-update grind,FOMO_Driven_Play
58989,This 48-hour marathon is insane but worth it,Burnout_Symptoms
57409,Don’t fall behind the clan schedule,FOMO_Driven_Play
57418,Anyone else skipping sleep to finish challenges?,Addiction_Culture
55124,I can’t miss this meta-update grind,Burnout_Symptoms
51015,Anyone else skipping sleep to finish challenges?,Community_Peer_Pressure
52193,This 48-hour marathon is insane but worth it,Addiction_Culture
58415,I can’t miss this meta-update grind,Addiction_Culture
57449,I feel burnt out but the reward is too good,Community_Peer_Pressure
54158,I'm grinding all night for the event,Addiction_Culture
53925,Community challenge forcing me to stay online,Burnout_Symptoms
56970,We need to keep playing to stay on leaderboard,FOMO_Driven_Play
56938,This season pass is making me play nonstop,Addiction_Culture
54784,We need to keep playing to stay on leaderboard,Burnout_Symptoms
54000,Don’t fall behind the clan schedule,No_Sleep_Challenges
51633,We need to keep playing to stay on leaderboard,Burnout_Symptoms
57266,I can’t miss this meta-update grind,FOMO_Driven_Play
58702,I feel burnt out but the reward is too good,Burnout_Symptoms
50384,Community challenge forcing me to stay online,Community_Peer_Pressure
50404,I'm grinding all night for the event,FOMO_Driven_Play
58175,I'm grinding all night for the event,No_Sleep_Challenges
52000,This 48-hour marathon is insane but worth it,Community_Peer_Pressure
59860,This season pass is making me play nonstop,Burnout_Symptoms
55989,Anyone else skipping sleep to finish challenges?,FOMO_Driven_Play
51460,I feel burnt out but the reward is too good,No_Sleep_Challenges
57190,Anyone else skipping sleep to finish challenges?,Community_Peer_Pressure
57140,Community challenge forcing me to stay online,No_Sleep_Challenges
53636,We need to keep playing to stay on leaderboard,Burnout_Symptoms
54809,I'm grinding all night for the event,No_Sleep_Challenges
54178,Community challenge forcing me to stay online,Addiction_Culture
57245,We need to keep playing to stay on leaderboard,Community_Peer_Pressure
56600,I'm grinding all night for the event,No_Sleep_Challenges
55997,We need to keep playing to stay on leaderboard,Burnout_Symptoms
52048,This season pass is making me play nonstop,Burnout_Symptoms
54780,I feel burnt out but the reward is too good,No_Sleep_Challenges
50716,Don’t fall behind the clan schedule,Burnout_Symptoms
57939,Community challenge forcing me to stay online,FOMO_Driven_Play
55565,Community challenge forcing me to stay online,FOMO_Driven_Play
54544,Why is everyone pushing no-sleep raids?,FOMO_Driven_Play
54976,I can’t miss this meta-update grind,Addiction_Culture
53419,This season pass is making me play nonstop,No_Sleep_Challenges
57239,This season pass is making me play nonstop,Addiction_Culture
59766,Anyone else skipping sleep to finish challenges?,Burnout_Symptoms
